Date,Company Id,Expenditure(In lakhs),Profit (In lakhs),Employee salary and benefits (In lakhs),liabilities (In lakhs),R and D expenses (In lakhs),CSR (In lakhs),Employees,Location,Taxes (In lakhs)
1990-05-01,1,94.027565,165.4632,7.0875,7.18237167584664,4.3468,0.445511866970493,16,mumbai,21.4306905
1990-06-01,1,94.655212,166.5888,7.0875,7.33688071903127,4.3468,0.44583403026881,16,bangalore,21.5800764
1990-07-01,1,96.48336,166.5888,7.0875,7.36241292165918,4.3468,0.446751054977359,16,bangalore,21.031632
1990-08-01,1,96.827065,167.7144,7.0875,7.39238704261896,4.3468,0.446920005632941,16,hyderabad,21.2662005
1990-09-01,1,107.372543,167.7144,7.0875,7.41477595275167,4.3468,0.451628863529907,15,hyderabad,18.1025571
1990-10-01,1,102.61039,168.84,7.0875,7.47406037616592,4.3468,0.449610197634063,15,mumbai,19.868883
1990-11-01,1,102.849495,168.84,7.0875,7.47809823723084,4.3468,0.449715562801567,15,bangalore,19.7971515
1990-12-01,1,102.246758,169.9656,7.0875,7.505022006894,4.3468,0.449449108694597,15,hyderabad,20.3156526
1991-01-01,1,98.112251,169.9656,7.0875,7.65700108044262,4.3468,0.447542360023242,15,bangalore,21.5560047
1991-02-01,1,100.005157,169.9656,7.0875,7.67273952468666,4.3468,0.448432878310731,15,mumbai,20.9881329
1991-03-01,1,95.626572,173.3424,7.0875,7.73632020683819,4.3468,0.446325175046206,15,bangalore,23.3147484
1991-04-01,1,92.981483,175.5936,7.0875,7.79895985188072,4.3468,0.444966324798433,15,bangalore,24.7836351
1991-05-01,1,91.083595,175.5936,7.0875,7.82867336443997,5.4335,0.44394815272364,15,hyderabad,25.3530015
1991-06-01,1,96.438522,175.5936,7.0875,7.91126183361125,5.4335,0.446728935198872,15,hyderabad,23.7465234
1991-07-01,1,96.986473,175.5936,7.0875,7.95938032547943,5.4335,0.446998000386647,15,mumbai,23.5821381
1991-08-01,1,98.545624,178.9704,7.0875,7.99150384713909,5.4335,0.447748944565029,16,bangalore,24.1274328
1991-09-01,1,98.884354,180.096,7.0875,8.09105836491128,5.4335,0.447909284317595,17,hyderabad,24.3634938
1991-10-01,1,97.88311,180.096,7.0875,8.10377955641901,5.4335,0.447432469235881,17,bangalore,24.663867
1991-11-01,1,96.289085,180.096,8.1,8.15305387544581,5.4335,0.446655081078015,17,mumbai,25.1420745
1991-12-01,1,91.342628,181.2216,8.1,8.2430943930575,5.4335,0.444089332295165,17,bangalore,26.9636916
1992-01-01,1,94.221832,182.3472,8.1,8.24934202223221,5.4335,0.445611990530017,17,bangalore,26.4376104
1992-02-01,1,92.652718,182.3472,8.1,8.29330434738053,5.4335,0.444792607332629,17,hyderabad,26.9083446
1992-03-01,1,94.291573,182.3472,8.1,8.32623364012244,5.4335,0.445647844748466,17,hyderabad,26.4166881
1992-04-01,1,92.627808,183.4728,8.1,8.33025013578718,5.4335,0.444779400330793,17,mumbai,27.2534976
1992-05-01,1,92.717468,183.4728,8.1,8.51640055842417,5.4335,0.444826907519956,17,bangalore,27.2265996
1992-06-01,1,93.001411,183.4728,8.1,8.57380544023845,5.4335,0.444976819499595,17,hyderabad,27.1414167
1992-07-01,1,93.539391,184.5984,8.1,8.59981444658673,5.4335,0.44525863159279,17,bangalore,27.3177027
1992-08-01,1,94.19693,184.5984,8.1,8.61548060072017,5.4335,0.445599176816205,16,mumbai,27.120441
1992-09-01,1,91.761055,184.5984,8.1,8.68827824899072,5.4335,0.444315889470624,16,bangalore,27.8512035
1992-10-01,1,90.16703,185.724,8.1,8.85266940964198,5.4335,0.443442825073183,16,bangalore,28.667091
1992-11-01,1,89.883095,185.724,8.1,8.87816305636359,5.4335,0.443284430209987,16,hyderabad,28.7522715
1992-12-01,1,88.832039,186.8496,8.1,8.91230791548,5.4335,0.442690290586041,16,hyderabad,29.4052683
1993-01-01,1,87.322693,186.8496,8.1,8.95160904701305,5.4335,0.441814983730508,16,mumbai,29.8580721
1993-02-01,1,88.020081,189.1008,8.1,9.00946045661357,5.4335,0.442222715835611,16,bangalore,30.3242157
1993-03-01,1,88.234276,191.352,8.1,9.0218831904029,5.4335,0.442346801615124,16,hyderabad,30.9353172
1993-04-01,1,89.071136,191.352,8.1,9.04872813038548,5.4335,0.442826538222657,16,bangalore,30.6842592
1993-05-01,1,89.300278,192.4776,8.1,9.06839702235295,5.4335,0.442956506528682,16,mumbai,30.9531966
1993-06-01,1,90.251717,194.7288,8.1,9.15191289472533,5.4335,0.443489897079575,16,bangalore,31.3431249
1993-07-01,1,88.65271,195.8544,8.1,9.16768665476647,5.4335,0.442587674362481,17,bangalore,32.160507
1993-08-01,1,90.012611,195.8544,8.1,9.1848358368908,5.4335,0.443356791403976,18,hyderabad,31.7525367
1993-09-01,1,90.500778,198.1056,8.1,9.1849924518133,5.4335,0.443627880955967,18,hyderabad,32.2814466
1993-10-01,1,90.186958,199.2312,8.1,9.19766968938978,5.4335,0.443453908809033,18,mumbai,32.7132726
1993-11-01,1,89.982719,200.3568,8.1,9.30076332595945,5.4335,0.443340106998907,18,bangalore,33.1122243
1993-12-01,1,88.642746,200.3568,8.1,9.45105534235271,5.4335,0.442581961952591,18,hyderabad,33.5142162
1994-01-01,1,90.540634,201.4824,8.1,9.48937870069397,5.4335,0.44364989931364,18,bangalore,33.2825298
1994-02-01,1,89.639008,202.608,8.1,9.58598999934528,5.4335,0.44314755390917,18,mumbai,33.8906976
1994-03-01,1,93.514488,202.608,8.1,9.63011020751804,5.4335,0.445245650295415,18,bangalore,32.7280536
1994-04-01,1,94.266663,203.7336,8.1,9.64830747920874,5.4335,0.44563504381338,18,bangalore,32.8400811
1994-05-01,1,94.037521,203.7336,8.1,9.67725691020437,5.4335,0.445517007169422,18,hyderabad,32.9088237
1994-06-01,1,96.48336,203.7336,8.1,9.73710124556676,5.4335,0.446751054977359,18,hyderabad,32.175072
1994-07-01,1,96.184479,205.9848,8.1,10.0409620060534,5.4335,0.446603261181214,17,mumbai,32.9400963
1994-08-01,1,96.139648,205.9848,8.1,10.1054362659859,5.4335,0.446581021892602,17,bangalore,32.9535456
1994-09-01,1,96.373764,207.1104,8.1,10.1429320933855,5.4335,0.446696955897451,17,hyderabad,33.2209908
1994-10-01,1,96.274139,207.1104,8.1,10.1945389450959,5.4335,0.446647683262865,17,bangalore,33.2508783
1994-11-01,1,94.695061,208.236,8.1,10.2079323538191,6.5202,0.445854355693623,17,mumbai,34.0622817
1994-12-01,1,91.945366,208.236,8.1,10.2933691810041,6.5202,0.444415103137631,17,bangalore,34.8871902
1995-01-01,1,94.311501,209.3616,8.1,10.3240476951522,6.5202,0.445658081156981,17,bangalore,34.5150297
1995-02-01,1,98.919228,209.3616,8.1,10.3337901022271,6.5202,0.4479257362676,17,hyderabad,33.1327116
1995-03-01,1,99.835793,209.3616,8.1,10.4037453208763,6.5202,0.448354434409067,17,hyderabad,32.8577421
1995-04-01,1,111.033821,210.4872,8.1,10.438723415149,6.5202,0.4530741802298,17,mumbai,29.8360137
1995-05-01,1,108.503304,211.6128,8.1,10.4620282696072,6.5202,0.452084652602565,17,bangalore,30.9328488
1995-06-01,1,109.698822,211.6128,8.1,10.5109102125503,6.5202,0.452557294657534,18,hyderabad,30.5741934
1995-07-01,1,108.58799,212.7384,8.1,10.545261028229,6.5202,0.452118442485381,19,bangalore,31.245123
1995-08-01,1,109.340164,214.9896,8.1,10.7176352889025,6.5202,0.452416482983257,19,mumbai,31.6948308
1995-09-01,1,110.540665,216.1152,8.1,10.7206821619871,6.5202,0.452884556963042,19,bangalore,31.6723605
1995-10-01,1,110.610405,218.3664,8.1,10.825961830978,6.5202,0.452911465652743,19,bangalore,32.3267985
1995-11-01,1,110.51078,220.6176,8.1,10.8332188372972,6.5202,0.45287301663017,19,hyderabad,33.032046
1995-12-01,1,113.190735,221.7432,9.1125,10.8980101833668,6.5202,0.453885908203204,19,hyderabad,32.5657395
1996-01-01,1,113.883141,223.9944,9.1125,10.9404637770724,6.5202,0.454140565038166,19,mumbai,33.0333777
1996-02-01,1,113.773552,225.12,9.1125,11.0603666549104,6.5202,0.454100447315488,19,bangalore,33.4039344
1996-03-01,1,113.574295,226.2456,9.1125,11.1456953985525,6.5202,0.454027324319517,19,hyderabad,33.8013915
1996-04-01,1,112.314018,226.2456,9.1125,11.1567756570777,6.5202,0.453559378066545,19,bangalore,34.1794746
1996-05-01,1,114.057487,226.2456,9.1125,11.1834552414157,6.5202,0.454204244307629,19,mumbai,33.6564339
1996-06-01,1,114.974052,226.2456,9.1125,11.4665612846315,6.5202,0.454536128881203,18,bangalore,33.3814644
1996-07-01,1,114.162094,227.3712,9.1125,11.5197148466614,6.5202,0.454242366834982,18,bangalore,33.9627318
1996-08-01,1,114.411156,227.3712,9.1125,11.5492749249299,6.5202,0.454332878970629,18,hyderabad,33.8880132
1996-09-01,1,114.849518,227.3712,9.1125,11.5640674010934,6.5202,0.454491318281088,18,hyderabad,33.7565046
1996-10-01,1,116.36882,227.3712,9.1125,11.5823713582025,6.5202,0.455032039867108,18,mumbai,33.300714
1996-11-01,1,119.721252,227.3712,9.1125,11.6229002003897,6.5202,0.456180878383937,18,bangalore,32.2949844
1996-12-01,1,120.154633,228.4968,9.1125,11.6254239569952,6.5202,0.456325122261364,18,hyderabad,32.5026501
1997-01-01,1,121.125992,230.748,9.1125,11.6756198831203,6.5202,0.456644999119026,18,bangalore,32.8866024
1997-02-01,1,128.000229,230.748,9.1125,11.6796864320574,6.5202,0.458781429670628,18,mumbai,30.8243313
1997-03-01,1,125.89312,230.748,9.1125,11.7077739669885,6.5202,0.458149287242331,18,bangalore,31.456464
1997-04-01,1,129.992752,230.748,9.1125,11.7476883699959,6.5202,0.4593618760062,18,bangalore,30.2265744
1997-05-01,1,129.743683,236.376,9.1125,11.7743705469878,7.6069,0.459290214770171,19,hyderabad,31.9896951
1997-06-01,1,134.211945,236.376,9.1125,11.8083698931012,7.6069,0.460538581788885,20,hyderabad,30.6492165
1997-07-01,1,141.071228,236.376,9.1125,11.9037904563665,7.6069,0.462312684538398,20,mumbai,28.5914316
1997-08-01,1,143.825912,238.6272,9.1125,11.9281862752966,7.6069,0.462981063970833,20,bangalore,28.4403864
1997-09-01,1,142.859528,238.6272,9.1125,12.0011018865249,7.6069,0.462749303042699,20,hyderabad,28.7303016
1997-10-01,1,140.66774,238.6272,9.1125,12.1195127027452,7.6069,0.462212752847614,20,bangalore,29.387838
1997-11-01,1,147.99527,239.7528,9.1125,12.1245210907399,7.6069,0.46394877415487,20,mumbai,27.527259
1997-12-01,1,145.87822,239.7528,9.1125,12.1750315426458,7.6069,0.463463813480671,20,bangalore,28.162374
1998-01-01,1,141.828384,242.004,9.1125,12.2766797372985,7.6069,0.462498789526145,20,bangalore,30.0526848
1998-02-01,1,142.959152,243.1296,9.1125,12.2896667685723,7.6069,0.462773329222991,20,hyderabad,30.0511344
1998-03-01,1,139.387543,243.1296,9.1125,12.3344749568085,7.6069,0.461892149042416,20,hyderabad,31.1226171
1998-04-01,1,138.774841,245.3808,9.1125,12.4828149183463,7.6069,0.461736775352835,20,mumbai,31.9817877
1998-05-01,1,136.986542,245.3808,9.1125,12.5453700094892,7.6069,0.461275951863705,19,bangalore,32.5182774
1998-06-01,1,136.61792,245.3808,9.1125,12.6879829952786,7.6069,0.461179579081316,19,hyderabad,32.628864
1998-07-01,1,138.979065,246.5064,10.125,13.013243810118,7.6069,0.461788704628116,19,bangalore,32.2582005
1998-08-01,1,137.52951,247.632,10.125,13.0172991866283,7.6069,0.461417037471304,19,mumbai,33.030747
1998-09-01,1,143.497131,249.8832,10.125,13.0497091491145,7.6069,0.462902539144418,19,bangalore,31.9158207
1998-10-01,1,144.294144,249.8832,10.125,13.1230637927026,7.6069,0.463092322648533,19,bangalore,31.6767168
1998-11-01,1,143.462265,249.8832,10.125,13.1950577325409,7.6069,0.462894192337728,19,hyderabad,31.9262805
1998-12-01,1,144.90686,253.26,10.125,13.1991233763793,7.6069,0.4632369066165,19,hyderabad,32.505942
1999-01-01,1,148.891922,254.3856,10.125,13.2281310341862,7.6069,0.464150314253357,19,mumbai,31.6481034
1999-02-01,1,152.56813,254.3856,10.125,13.2475376683313,7.6069,0.464953583611881,19,bangalore,30.545241
1999-03-01,1,150.685196,254.3856,10.125,13.2688202658256,7.6069,0.464546702523947,19,hyderabad,31.1101212
1999-04-01,1,146.620438,254.3856,10.125,13.30274662407,7.6069,0.463635314493627,20,bangalore,32.3295486
1999-05-01,1,146.969131,255.5112,10.125,13.3942120648694,7.6069,0.463715330779469,21,mumbai,32.5626207
1999-06-01,1,145.504608,256.6368,10.125,13.5177842105875,7.6069,0.463376871078841,21,bangalore,33.3396576
1999-07-01,1,148.09491,256.6368,10.125,13.5183692321865,7.6069,0.463971282041514,21,bangalore,32.562567
1999-08-01,1,144.154678,257.7624,10.125,13.6004045997587,7.6069,0.463059253509875,21,hyderabad,34.0823166
1999-09-01,1,147.571869,258.888,10.125,13.7464641114323,7.6069,0.463852816741595,21,hyderabad,33.3948393
1999-10-01,1,147.646591,261.1392,10.125,13.8651708532211,7.6069,0.463869788451831,21,mumbai,34.0477827
1999-11-01,1,146.147202,262.2648,10.125,13.937185986273,7.6069,0.46352615252886,21,bangalore,34.8352794
1999-12-01,1,145.708847,262.2648,10.125,14.0029444121947,7.6069,0.463424450279188,21,hyderabad,34.9667859
2000-01-01,1,152.099899,265.6416,10.125,14.0183763996691,8.6936,0.464853279035337,21,bangalore,34.0625103
2000-02-01,1,150.057541,266.7672,10.125,14.0511138483287,8.6936,0.464408965595732,21,mumbai,35.0128977
2000-03-01,1,149.439865,266.7672,10.125,14.0692001077978,8.6936,0.464272369682925,21,bangalore,35.1982005
2000-04-01,1,150.485947,267.8928,10.125,14.2403718364804,8.6936,0.464503093592434,20,bangalore,35.2220559
2000-05-01,1,152.214462,269.0184,10.125,14.2824303312305,8.6936,0.464877873770248,20,hyderabad,35.0411814
2000-06-01,1,156.438629,270.144,10.125,14.2857153700662,8.6936,0.465761302005151,20,hyderabad,34.1116113
2000-07-01,1,152.612976,270.144,10.125,14.2981718148812,8.6936,0.464963160499874,20,mumbai,35.2593072
2000-08-01,1,150.630402,271.2696,10.125,14.2995653860561,8.6936,0.464534720638021,20,bangalore,36.1917594
2000-09-01,1,146.954178,271.2696,10.125,14.3276799477217,8.6936,0.46371190666869,20,hyderabad,37.2946266
2000-10-01,1,148.314087,272.3952,10.125,14.3380463910551,8.6936,0.464020693620081,20,bangalore,37.2243339
2000-11-01,1,148.149704,273.5208,10.125,14.4224434223815,8.6936,0.463983647598871,20,mumbai,37.6113288
2000-12-01,1,145.524536,273.5208,10.125,14.4808711537278,8.6936,0.463381518923896,20,bangalore,38.3988792
2001-01-01,1,143.522049,273.5208,10.125,14.5111730255503,8.6936,0.462908502131848,20,bangalore,38.9996253
